frame.time_epoch,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,tcp.len,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,tcp.flags.urg,tcp.flags.cwr,tcp.flags.ece,tcp.window_size_value,tcp.hdr_len
1766194339.998627867,6,10.1.0.13,10.1.0.9,50938,3000,436,368,False,False,False,True,True,False,False,False,502,32
1766194339.998631667,6,10.1.0.9,10.1.0.13,3000,50938,68,0,False,False,False,False,True,False,False,False,507,32
1766194339.998635967,6,10.1.0.13,10.1.0.9,50942,3000,68,0,False,False,False,False,True,False,False,False,502,32
1766194339.998738372,6,10.1.0.13,10.1.0.9,50942,3000,357,289,False,False,False,True,True,False,False,False,502,32
1766194339.998741772,6,10.1.0.9,10.1.0.13,3000,50942,68,0,False,False,False,False,True,False,False,False,507,32
1766194340.034674750,6,10.1.0.9,10.1.0.13,3000,50910,581,513,False,False,False,True,True,False,False,False,507,32
1766194340.034756154,6,10.1.0.13,10.1.0.9,50910,3000,68,0,False,False,False,False,True,False,False,False,501,32
1766194340.038629745,6,10.1.0.9,10.1.0.13,3000,50938,1085,1017,False,False,False,True,True,False,False,False,507,32
1766194340.038711349,6,10.1.0.13,10.1.0.9,50938,3000,68,0,False,False,False,False,True,False,False,False,525,32
1766194340.042043514,6,10.1.0.9,10.1.0.13,3000,50910,7308,7240,False,False,False,True,True,False,False,False,507,32
1766194340.042114017,6,10.1.0.13,10.1.0.9,50910,3000,68,0,False,False,False,False,True,False,False,False,615,32
1766194340.042119918,6,10.1.0.9,10.1.0.13,3000,50910,1833,1765,False,False,False,True,True,False,False,False,507,32
1766194340.042151619,6,10.1.0.13,10.1.0.9,50910,3000,68,0,False,False,False,False,True,False,False,False,642,32
1766194340.042214422,6,10.1.0.9,10.1.0.13,3000,50910,73,5,False,False,False,True,True,False,False,False,507,32
1766194340.042230123,6,10.1.0.13,10.1.0.9,50910,3000,68,0,False,False,False,False,True,False,False,False,642,32
1766194340.044945357,6,10.1.0.9,10.1.0.13,3000,50942,581,513,False,False,False,True,True,False,False,False,507,32
1766194340.045017061,6,10.1.0.13,10.1.0.9,50942,3000,68,0,False,False,False,False,True,False,False,False,501,32
1766194340.056613735,6,10.1.0.9,10.1.0.13,3000,50928,450,382,False,False,False,True,True,False,False,False,507,32
1766194340.056685938,6,10.1.0.13,10.1.0.9,50928,3000,68,0,False,False,False,False,True,False,False,False,501,32
1766194340.056992053,6,10.1.0.9,10.1.0.13,3000,50942,7308,7240,False,False,False,True,True,False,False,False,507,32
1766194340.057041956,6,10.1.0.13,10.1.0.9,50942,3000,68,0,False,False,False,False,True,False,False,False,615,32
1766194340.057045956,6,10.1.0.9,10.1.0.13,3000,50942,1833,1765,False,False,False,True,True,False,False,False,507,32
1766194340.057055456,6,10.1.0.13,10.1.0.9,50942,3000,68,0,False,False,False,False,True,False,False,False,642,32
1766194340.057096558,6,10.1.0.9,10.1.0.13,3000,50942,73,5,False,False,False,True,True,False,False,False,507,32
1766194340.057108159,6,10.1.0.13,10.1.0.9,50942,3000,68,0,False,False,False,False,True,False,False,False,642,32
1766194340.057598983,6,10.1.0.9,10.1.0.13,3000,50912,450,382,False,False,False,True,True,False,False,False,507,32
1766194340.057646886,6,10.1.0.13,10.1.0.9,50912,3000,68,0,False,False,False,False,True,False,False,False,501,32
1766194340.057873697,6,10.1.0.9,10.1.0.13,3000,50928,4098,4030,False,False,False,True,True,False,False,False,507,32
1766194340.057918199,6,10.1.0.13,10.1.0.9,50928,3000,68,0,False,False,False,False,True,False,False,False,564,32
1766194340.057958601,6,10.1.0.9,10.1.0.13,3000,50928,73,5,False,False,False,True,True,False,False,False,507,32
1766194340.057970902,6,10.1.0.13,10.1.0.9,50928,3000,68,0,False,False,False,False,True,False,False,False,564,32
1766194340.058307818,6,10.1.0.9,10.1.0.13,3000,50912,4098,4030,False,False,False,True,True,False,False,False,507,32
1766194340.058350920,6,10.1.0.13,10.1.0.9,50912,3000,68,0,False,False,False,False,True,False,False,False,564,32
1766194340.058403623,6,10.1.0.9,10.1.0.13,3000,50912,73,5,False,False,False,True,True,False,False,False,507,32
1766194340.058420124,6,10.1.0.13,10.1.0.9,50912,3000,68,0,False,False,False,False,True,False,False,False,564,32
1766194340.240588933,6,10.1.0.13,10.1.0.9,50938,3000,443,375,False,False,False,True,True,False,False,False,525,32
1766194340.240636435,6,10.1.0.9,10.1.0.13,3000,50938,68,0,False,False,False,False,True,False,False,False,505,32
1766194340.243092757,6,10.1.0.9,10.1.0.13,3000,50938,7308,7240,False,False,False,True,True,False,False,False,505,32
1766194340.243177661,6,10.1.0.13,10.1.0.9,50938,3000,68,0,False,False,False,False,True,False,False,False,639,32
1766194340.243186262,6,10.1.0.9,10.1.0.13,3000,50938,7308,7240,False,False,False,True,True,False,False,False,505,32
1766194340.243205063,6,10.1.0.13,10.1.0.9,50938,3000,68,0,False,False,False,False,True,False,False,False,752,32
